index_hex,snes_addr,bank,label,category,text_preview
3E1,BACAA6,BA,Text_3E1_Romance_HardestThingControlisLoveBetween,Romance,The hardest thing to controlis love between man and woman.
3E2,BACB24,BA,Text_3E2_Dialog_MarriageWonderfulBravelyAskMarry,Dialog,Yes:marriage is wonderful. Should I bravely ask her to marry me?
3E3,BACBA8,BA,Text_3E3_Dialog_YoudBetterGoHomeYourwife,Dialog,You'd better go home to yourwife.
3E4,BACBEC,BA,Text_3E4_Dialog_MakeWifeCryGoHome,Dialog,Don't make your wife cry. Go home earlier.
3E5,BACC46,BA,Text_3E5_Romance_TellOnlyDadSecretlyWhich,Romance,Will you tell it to only your dad secretly? Which girl are you most interes ted in now? Maria Ann Nina Ellen Eve<CHOICE_OR_WAIT>f
3E6,BACD7E,BA,Text_3E6_Church_AhaMariaShesChurchSaturdays,Church,aha:Maria. She's at church on Saturdays and Sundays. Flower is the best present. Man has to be active. Come on. Hee-hee-hee.
3E7,BACE88,BA,Text_3E7_Festival_AnnGoesAloneSpaStar,Festival,Oh:Ann. She goes alone to the spa on Star Night Festival day. The Lucky day is Saturday. She likes any presents except mushrooms.
3E8,BACFA8,BA,Text_3E8_Sign_NinaGoesPickingHerbsSaturdays,Sign,Hey:Nina. She goes picking herbs on Saturdays and to the mountains on Sunday. She likes sweets. Don't pickflowers for her.
3E9,BAD0A4,BA,Text_3E9_Dialog_FaceBecomingBetterLooking,Dialog,Hey:your face is becoming better looking.
3EA,BAD0FC,BA,Text_3EA_Dialog_YoudBetterListenOldPreacher,Dialog,You'd better listen to the old preacher.
3EB,BAD150,BA,Text_3EB_Dialog_ChildrenRelyMeasProblem,Dialog,"Your children can rely on meas well:no problem,"
3EC,BAD1B0,BA,Text_3EC_Dialog_YearComingClose,Dialog,This year is coming to a close.
3ED,BAD1F6,BA,Text_3ED_Dialog_HappyLiveHealthWholeYear,Dialog,We are happy to live in health this whole year.
3EE,BAD25E,BA,Text_3EE_Dialog_PickTargetFornextYear,Dialog,You should pick a target fornext year.
3EF,BAD2AC,BA,Text_3EF_Manual_SpringFinallyReturningSellSeeds,Manual,Spring is finally returning.We'll sell seeds again at the shop so dropby.
3F0,BAD344,BA,Text_3F0_Dialog_SpringNewYearAreaSt,Dialog,Spring is New Year in this area. <CTRL_B3>st day of Spring is New Year's Day.
3F1,BAD3D4,BA,Text_3F1_Dialog_HopeGoodYearBothUs,Dialog,I hope it will be a good year for both of us.
3F2,BAD436,BA,Text_3F2_Animal_PrizeEggFestivalDifferentEvery,Animal,The prize of the Egg Festival is different every year. What will they give this year?
3F3,BAD4F6,BA,Text_3F3_Animal_EggFestivalHeldPublicSquare,Animal,The Egg Festival will be held at the public square tomorrow.
3F4,BAD57A,BA,Text_3F4_Animal_WinAgainEggFestivalTomorrow,Animal,I will win again at the Egg Festival tomorrow.
3F5,BAD5D8,BA,Text_3F5_Romance_MyAnnualEventBeginningYear,Romance,My annual event at the beginning of the year is to go see the first sunrise.
3F6,BAD67C,BA,Text_3F6_Dialog_WasGoodYearTryBest,Dialog,"Hello, Was it a good year for you? Try our best next year too."
3F7,BAD700,BA,Text_3F7_Mountain_FishermanBackSoonWarmPlace,Sign,The fisherman will be back here soon from a warm place.
3F8,BAD772,BA,Text_3F8_Romance_YearClosingSoonWishBecome,Romance,This year is closing soon. I wish to become better eachyear but... It's a hard thing to achieve.
3F9,BAD844,BA,Text_3F9_Romance_YearEndingDevelopCompleteGreat,Romance,.....this year is ending. I'll develop and complete a great machine next year.
3FA,BAD8E6,BA,Text_3FA_Weather_SmellDirtGettingStrongerAs,Weather,The smell of the dirt is getting stronger as snow melts. Spring is near.
3FB,BAD984,BA,Text_3FB_Weather_SnowGaveUsHardTime,Weather,Snow gave us a hard time butwill miss seeing the snow.
3FC,BAD9F2,BA,Text_3FC_Dialog_NowTonightLastNightYear,Dialog,"Now tonight is the last night of the year. Let's have a party. Cheers,"
3FD,BADA8E,BA,Text_3FD_Weather_LastJuiceDrinkSeeingSnow,Weather,This is the last juice to drink seeing snow this year.Well:we can drink juice again seeing flowers soon.
3FE,BADB66,BA,Text_3FE_Sign_BetterGoHomeRestNow,Sign,I'd better go home and rest now. I'm going up to the mountain top to see the first sunrise.
3FF,BADC24,BA,Text_3FF_Romance_ThankVeryMuchEverythingYear,Romance,Thank you very much for everything this year. I'll do my best next year too.
400,BADCC8,BA,Text_400_Dialog_AhMrEdFieldAndmeadow,Dialog,Ah:Mr.<CTRL_FFFD>eD:is your field andmeadow all right?
401,BADD22,BA,Text_401_Dialog_ImportantHumanOvercomeDifficulties,Dialog,It's important for a human to overcome difficulties.
402,BADD8E,BA,Text_402_Dialog_SuchHardTimeHadBut,Dialog,"Such a hard time you had, But experience teaches you alot."
403,BADE08,BA,Text_403_Dialog_VitalityImportantMenWorkOutside,Dialog,Vitality is important for men to work outside.
404,BADE6A,BA,Text_404_Sign_ShopOpenCome,Sign,The shop is open at <$00B7>:<CTRL_B2><CTRL_B2> so please come.
405,BADEBC,BA,Text_405_Church_EverybodyComeChurchPrayTomorrow,Church,Everybody will come to church to pray tomorrow.
406,BADF26,BA,Text_406_Sign_FirstFortuneTellingMountainTop,Sign,I'll do the first fortune-telling at the mountain top.
407,BADFB2,BA,Text_407_Animal_WinterGoodTimeFriendsLivestock,Animal,winter is a good time to be friends with livestock. Well:with girls too.
408,BAE04C,BA,Text_408_Sign_TheresLotThingEatMountains,Sign,There's not a lot of thing to eat in the mountains in winter so all the animals are in desperate to survive.
409,BAE12A,BA,Text_409_Sign_NeedLotsWoodWinterChop,Sign,You need lots of wood in winter. Chop plenty of wood before the winter.
40A,BAE1C0,BA,Text_40A_Animal_UmmGetOutCloseyouEyes,Animal,Umm:I can't get out when you are there. ....You closeyou eyes so get out first? Liar. ??????
40B,BAE280,BA,Text_40B_Town_ManyPeopleComeWonder,Town,Not many people come here. I wonder why.
40C,BAE2D4,BA,Text_40C_Dialog_VeryLittleLightAboveReaches,Dialog,A very little light from above reaches the ground. Those herbs over there lives only with it.
40D,BAE39A,BA,Text_40D_Romance_NinasDreamLiveSurroundedFlowers,Romance,Nina's dream is to live surrounded by flowers.
40E,BAE400,BA,Text_40E_Romance_FlowersLoveThemallLikeWeeds,Romance,Not just flowers:I love themall like weeds and vegetable. I want to do garden forever.
40F,BAE4B6,BA,Text_40F_Church_LoveChurchBecauseSeemsWash,Church,I love church because it seems to wash my mind.
410,BAE51C,BA,Text_410_Dialog_BestWork,Dialog,Please do your best work.
411,BAE552,BA,Text_411_Dialog_AllRightFeelEaseKnowing,Dialog,Are you all right? I feel ease knowing no one was hurt. But... that makes us feel the fear of the nature.
412,BAE636,BA,Text_412_Dialog_SurpriseUsSayingSomethingDecent,Dialog,Hey:why don't you surprise us by saying something decent.
413,BAE6B6,BA,Text_413_Dialog_WasTerrifiedWasMyFirst,Dialog,I was terrified. It was my first earthquake.
414,BAE712,BA,Text_414_Dialog_SeeRockUpCollapsed,Dialog,Did you see the rock up there collapsed?
415,BAE76C,BA,Text_415_Sign_HeardMysteriousSpringMountainRemember,Sign,I've heard that there is a mysterious spring in this mountain. It is......I don't remember the place.
416,BAE83E,BA,Text_416_Dialog_LikeWinterBecauseFeelsKind,Dialog,I don't like winter because it feels kind of lonely.
417,BAE8A8,BA,Text_417_Weather_BecauseHurricaneTheresLeakRoof,Weather,Because of the hurricane: there's a leak in the roof. They are fixing it now.
418,BAE948,BA,Text_418_Animal_UumWantEgg,Animal,Uum:I want an egg.
419,BAE96E,BA,Text_419_Dialog_SobAskAnyMoreIdiot,Dialog,"sob...I won't ask you any more. You idiot,"
41A,BAE9C8,BA,Text_41A_Diary_ThankMoneySavedBye,Diary,Thank you. This is...the money I saved. Bye.
41B,BAEA28,BA,Text_41B_Animal_WantEggWantOneEgg,Animal,"I want an egg. I want just one egg.:so please,"
41C,BAEA88,BA,Text_41C_Dialog_Stable,Dialog,"""Stable"""
41D,BAEA9A,BA,Text_41D_Dialog_CelebrationEesBirthdayYearNow,Dialog,Celebration of <CTRL_FFFD>eE's birthday. It's been a year now. Time goes too fast.
41E,BAEB3A,BA,Text_41E_Dialog_WowCakeEfsBirthday,Dialog,Wow:cake <CTRL_FFFD>eF's birthday:isn't it?
41F,BAEBA2,BA,Text_41F_Dialog_WarmEnoughNowAniceDay,Dialog,It's warm enough now. What anice day.
420,BAEBEE,BA,Text_420_Weather_VariousDisastersHappeninSummerBetter,Weather,Various disasters can happenin summer so you better watch the weather forecast every day.
421,BAECAA,BA,Text_421_Dialog_AutumnSkyHigh,Dialog,It's autumn...the sky is high.
422,BAECEE,BA,Text_422_Dialog_HopeAbleCookBetterStep,Dialog,I hope I'll be able to cook better step by step. ......please be patient.
423,BAED90,BA,Text_423_Weather_WishHadHadTrainedLittle,Weather,I wish I had had trained a little to be a wife.
424,BAEDF2,BA,Text_424_Manual_SpringSpringLetsPlantSeeds,Manual,"It's spring, Spring, Let's plant seeds,"
425,BAEE50,BA,Text_425_Dialog_MorningNiceBrightToday,Dialog,Morning. It's so nice and bright today.
426,BAEEA4,BA,Text_426_Animal_HearWildDogsSometimesCome,Animal,I hear wild dogs sometimes come around here. It's dangerous to keep fences broken.
427,BAEF56,BA,Text_427_Weather_RainsHavePutEgInside,Weather,When it rains: we have to put <CTRL_FFFD>eG inside the house.
428,BAEFC2,BA,Text_428_Dialog_DarlingTakeEhEiWalk,Dialog,Darling: please take <CTRL_FFFD>eH or <CTRL_FFFD>eI for a walk sometimes.
429,BAF05A,BA,Text_429_Dialog_WantRideEj,Dialog,I want to ride on <CTRL_FFFD>eJ.
42A,BAF088,BA,Text_42A_Mountain_AhThingsLikeTemparaturePlace,Sign,Ah:things like temparature of this place make it suitable for making berry juice.
42B,BAF13A,BA,Text_42B_Animal_OneWildGrapeJuiceBayberry,Animal,This one is wild grape juice. This is bayberry: and this is cowberry. My uncle gave them to me. I want to share them with other people if possible.
42C,BAF27A,BA,Text_42C_Dialog_OneMadeSpringDrinkSoon,Dialog,This is the one I made in spring. We can drink it soon.
42D,BAF2F6,BA,Text_42D_Dialog_PlayMachinesTimeBeingGoing,Dialog,I won't play with machines for the time being. I'm going to stay at home.
42E,BAF39C,BA,Text_42E_Weather_SnowsLotThoseFencesOften,Weather,It snows a lot so those fences are often broken.
42F,BAF406,BA,Text_42F_Dialog_HopeSpringComeSoon,Dialog,I hope spring will come soon.
430,BAF44A,BA,Text_430_Town_BusyWorkingIwantGatherPeople,Town,We are not busy working so Iwant to gather people here to have a party.
431,BAF4DC,BA,Text_431_Sign_SaySoundBurningWoodSmell,Sign,Say:the sound of burning wood and the smell of the smoke make you nostalgic: don't they?
432,BAF598,BA,Text_432_Dialog_AllGrassGroundGoneLooks,Dialog,All the grass on the ground is gone. It looks lonesome.
433,BAF608,BA,Text_433_Church_HitMyMindButAs,Church,Hey:it's just hit my mind but there are as many peopleas there are stars:right? So the probability of meeting a certain person is basically one out of millions. So I really thank God for having you at that ranch.
434,BAF7C4,BA,Text_434_Animal_ThoseStarsStillShinewhenBecome,Animal,Will those stars still shinewhen we become really old?
435,BAF832,BA,Text_435_Romance_GoodEveningIfIfInterested,Romance,Good evening. If.. if you are interested:won't you go see the stars with me after this?
436,BAF8E6,BA,Text_436_Romance_MayEverybodyHappyMayFine,Romance,May everybody be happy and may you be fine all the time... OK:let's go home after seeing those stars as we do every year.
437,BAF9EE,BA,Text_437_Dialog_GladNowLetsHaveToast,Dialog,"I'm glad that you are here. Now let's have a toast, I want to spend time with you next year too if possible."
438,BAFADE,BA,Text_438_Dialog_HoneyahLateHavingWonderfulTime,Dialog,HoneyAh:you are late. We are having a wonderful time. Come and join us.
439,BAFB7C,BA,Text_439_Romance_HeyiLookForwardShootingStar,Romance,.........................HeyI look forward to the shooting star every year but with you I feel much happier.
43A,BAFC68,BA,Text_43A_Dialog_NextYearYearAfterMay,Dialog,.......Next year:the year after that......may I be able to see stars with you like this.
43B,BAFD24,BA,Text_43B_Dialog_SayOftenSeesomeoneLateNight,Dialog,......Say:we don't often seesomeone late at night like this:especially at a place like here....... Not like me but I'm kind of nervous.... .......Hey:are you listening to me?
43C,BAFE96,BA,Text_43C_Dialog_HmmmFeelsGoodBestSpot,Dialog,hmmm:it feels good. This is the best spot to see stars.
43D,BAFF06,BA,Text_43D_Weather_ThankButAnsweryouRightNow,Weather,Thank you but I can't answeryou right now. If it's sunny:I'll be waiting for you at the church at noon on Saturday.
43E,BB8000,BB,Text_43E_Weather_SoundsGoodButNowiSunny,Weather,What? It sounds good but nowI can't... On sunny Saturdays: I'll be waiting for you in front of the shop so please come before it gets dark.
43F,BB812A,BB,Text_43F_Weather_UummmAnswerNowIfSunny,Weather,........Uummm:well:I can't answer now. If it's sunny...will you come to the mountain on Sunday? Before it gets dark....I'll be waiting for you there.
440,BB8260,BB,Text_440_Weather_AhSorryButAnswerYouright,Weather,Ah:........well:I.... sorry but I can't answer youright now.... I'm visiting the livestock dealer's house so please go there if it's sunny. I'm expecting you.
441,BB83AC,BB,Text_441_Weather_HuhGotTalkMyGrandpa,Weather,.........Huh? Really? well: I've got to talk to my grandpa.... If it's sunny on Saturday: please go to the mountain again:all right? I'll be waiting for you frommorning so come as early as you can.
442,BB8548,BB,Text_442_Dialog_MooS,Dialog,"It moo""s..........."
443,BB8570,BB,Text_443_Dialog_MadeOverallCute,Dialog,Hey:I made this overall. Isn't it cute?
444,BB85C6,BB,Text_444_Dialog_MoneyHG,Dialog,Money <CTRL_FFFC>h-<CTRL_B2>G
445,BB85E0,BB,Text_445_Animal_CowCChickenC,Animal,Cow <CTRL_FFFC>c<$003F> Chicken <CTRL_FFFC>c<$0040>
446,BB8634,BB,Text_446_Dialog_StaminaD,Dialog,Stamina <CTRL_FFFC>d:
447,BB864E,BB,Text_447_Animal_CowsBestAffectionRateEk,Animal,Cow's best affection rate <CTRL_FFFD>eK <CTRL_FFFC>d<$0042>
448,BB8698,BB,Text_448_Romance_MariasLoveD,Romance,Maria's love <CTRL_FFFC>dá
449,BB86BC,BB,Text_449_Romance_AnnsLoveD,Romance,Ann's love <CTRL_FFFC>dé
44A,BB86E0,BB,Text_44A_Romance_NinasLoveD,Romance,Nina's love <CTRL_FFFC>dí
44B,BB8704,BB,Text_44B_Romance_EllensLoveD,Romance,Ellen's love <CTRL_FFFC>d<$0046>
44C,BB8728,BB,Text_44C_Romance_EvesLoveD,Romance,Eve's love <CTRL_FFFC>dÀ
44D,BB874C,BB,Text_44D_Shipping_AmountShippedTomatoesD,Shipping,Amount of shipped tomatoes <CTRL_FFFC>d<$0048>
44E,BB878E,BB,Text_44E_Shipping_AmountShippedCornD,Shipping,Amount of shipped corn <CTRL_FFFC>d<$0049>
44F,BB87D0,BB,Text_44F_Shipping_AmountShippedPotatoesD,Shipping,Amount of shipped potatoes <CTRL_FFFC>d<$004A>
450,BB8812,BB,Text_450_Shipping_AmountShippedTurnipsD,Shipping,Amount of shipped turnips <CTRL_FFFC>dó
451,BB8854,BB,Text_451_Sign_WoodHouse,Sign,Wood house
452,BB886C,BB,Text_452_Sign_SuperWoodHouse,Sign,Super wood house
453,BB8890,BB,Text_453_Sign_SuperDeluxeGreatWoodHouse,Sign,Super deluxe great wood house
454,BB88E0,BB,Text_454_Dialog_HappinessRateD,Dialog,Happiness rate <CTRL_FFFC>dú
455,BB8908,BB,Text_455_Dialog_FloristsCropsNoteTomatoCorn,Dialog,"Florist's crops note ""tomato: corn"" ""turnip: potato"" ""grass""<CHOICE_OR_WAIT>d"
456,BB89B6,BB,Text_456_Manual_TomatoCornSeedsMustPlanted,Manual,Tomato and corn seeds must be planted in summer. Notice: Never grow when planting in other seasons. Be able to have more fruits by watering after the harvest. Tomatoes grow quicker. Die in autumn. Shipping rate: Tomato!<
457,BB8BF6,BB,Text_457_Manual_TurnipPotatoSeedsMustbePlanted,Manual,Turnip and potato seeds mustbe planted in spring. They grow quicker than tomatoes and corn. turnip are a quick grower. Only one harvest per year. Shipping rate: Turnip!<CTRL_B3> piece <$00B8><CTRL_B2>G Potato!<CTRL_B3> p
458,BB8DD0,BB,Text_458_Manual_GrassSeedsMustPlantedSpring,Manual,Grass seeds must be planted from spring to summer. Cut by autumn. No need to water. Grass doesn't make money but it isimportant as feed to livestock.
459,BB8F0E,BB,Text_459_Animal_LivestockNoteCowChickenMilk,Animal,"Livestock note: ""Cow"" ""Chicken"" ""Milk"" ""Egg"" ""Grass""<CHOICE_OR_WAIT>f"
45A,BB8FB2,BB,Text_45A_Weather_CowsSaleYoungOnesMilk,Weather,Cows on sale are young ones that can't milk. Takes <CTRL_B4><CTRL_B3> days to grow large enough for milking. The key is to keep them awayfrom sickness: Don't forget to feed. Don't let them out when it rains:lightening:hu
45B,BB9280,BB,Text_45B_Manual_EquipMilkerPointYButton,Manual,Equip the milker and point Y button to a cow to milk. Only once a day. Cow's affection rate increases when being brushedor talked to. Cows you devote your affection to can produce middle-sized and large-sized milk.
45C,BB9454,BB,Text_45C_Weather_CowsEatGrownGrassGrass,Weather,Cows eat well grown grass. When the grass is young: it's like not feeding: so be careful. Cut grass makes fodder. It's feed in rainy days and winter. Don't run out of it.
45D,BB95BA,BB,Text_45D_Weather_ChickensLayOneEggDay,Weather,Chickens lay one egg a day. It doesn't lay eggs for <CTRL_B5> days when you forget to feed or it gets wet in the rain. They could be blown away when you let them outside during hurricane. Possibly to be eaten by wild dog
45E,BB978C,BB,Text_45E_Animal_EggsBecomeChicksDayswhenIncubate,Animal,Eggs become chicks in <CTRL_B5> dayswhen you incubate them. No feed is necessary for chicks. Chicks grow to chickens in <$00B9> days. If you increase the amount of chickens: the feed will run out so be careful
45F,BB9932,BB,Text_45F_Diary_LessonsLovePresentConversationFestival,Diary,"""Lessons of Love"" Present Conversation Festival Diary Marriage<CHOICE_OR_WAIT>f"
460,BB99DC,BB,Text_460_Romance_MostPortableThingsPresentsEvery,Romance,Most portable things can be presents. Every girl has a different taste so observe their reactions. Expensive presents don't work all the time.
461,BB9AFE,BB,Text_461_Romance_ImportantTalkGirlLoveAs,Romance,It's important to talk to a girl you love as much as possible.
462,BB9B82,BB,Text_462_Festival_FestivalsBestOpportunityGirlsSometimes,Festival,"Festivals are the best opportunity, Girls are sometimes at different places depending on the festival. Talk to her the day before and check out where she's going the next day. Lucky item is perfume."
463,BB9D32,BB,Text_463_Diary_GirlsImpressionYoucanFoundDiary,Diary,"The girls' impression of youcan be found in the diary ineach one's room. But don't look too often. Try you best to capture her heart,"
464,BB9E42,BB,Text_464_Animal_ItemMarriageProposalBlueFeather,Animal,Item for marriage proposal is a blue feather. When the good impression rate gets higher:check out the peddleron Sunday. You need to enlarge your house to get married too.
465,BB9FA4,BB,Text_465_Animal_SeeEllenShesBehindPen,Animal,I see:Ellen. She's behind the pen on Saturdays. She's at the public square on Star Night Festival night. For present:flowers are nice but milk milked by you or an egg willplease her:too.
466,BBA138,BB,Text_466_Sign_EveHmmGoBarAsmany,Sign,Eve..hmm... Go to the bar asmany times as you can and goto the mountain on Saturdays and Sundays. For present:flowers or berries are good. She doesn't like fish so don't give it to her.
467,BBA2C0,BB,Text_467_Romance_SweetheartStayHappyForever,Romance,Sweetheart......Stay happy forever.
468,BBA30A,BB,Text_468_Dialog_DarlingLikeBabyAbout,Dialog,Hey:darling....I would like a baby. How about you?
469,BBA370,BB,Text_469_Dialog_HoneyWorkTooHardWant,Dialog,.........Honey:you work too hard. I want you to be with me more.
46A,BBA3F2,BB,Text_46A_Dialog_JlCCmGnMoney,Dialog,<CTRL_FFFD>jL:<CTRL_FFFC>cã<CTRL_FFFD>cM of <CTRL_FFFD>gN. Money <CTRL_FFFC>hÓ<CTRL_B2>G
46B,BBA436,BB,Text_46B_Dialog_JoCCpGqOclock,Dialog,"<CTRL_FFFD>jO:<CTRL_FFFC>c<$004F><CTRL_FFFD>cP of <CTRL_FFFD>gQ. It's <$00B8> o'clock now. Going to have a good day today, Money <CTRL_FFFC>h<$0050><CTRL_B2>G"
46C,BBA514,BB,Text_46C_Dialog_JrCCsGtOclock,Dialog,<CTRL_FFFD>jR:<CTRL_FFFC>c<$0051><CTRL_FFFD>cS of <CTRL_FFFD>gT. It's <$00B9> o'clock now. Money <CTRL_FFFC>h<$0052><CTRL_B2>G
46D,BBA590,BB,Text_46D_Dialog_JuCCvGwOclock,Dialog,<CTRL_FFFD>jU:<CTRL_FFFC>cõ<CTRL_FFFD>cV of <CTRL_FFFD>gW. It's <$00BA> o'clock now. Money <CTRL_FFFC>hê<CTRL_B2>G
46E,BBA60C,BB,Text_46E_Dialog_JxCCyGzOclock,Dialog,<CTRL_FFFD>jX:<CTRL_FFFC>cô<CTRL_FFFD>cY of <CTRL_FFFD>gZ. It's <$00BB> o'clock now. Money <CTRL_FFFC>h<$0056><CTRL_B2>G
46F,BBA688,BB,Text_46F_Dialog_JCCGOclock,Dialog,"<CTRL_FFFD>j':<CTRL_FFFC>cç<CTRL_FFFD>c, of <CTRL_FFFD>g.. It's <CTRL_B3><CTRL_B2> o'clock now. Money <CTRL_FFFC>h<$0058><CTRL_B2>G"
470,BBA704,BB,Text_470_Dialog_JCCGOclock,Dialog,"<CTRL_FFFD>j?:<CTRL_FFFC>c<$0059><CTRL_FFFD>c"" of <CTRL_FFFD>g!. It's <CTRL_B3><CTRL_B3> o'clock now. I'm hungry now. Money <CTRL_FFFC>h<$005A><CTRL_B2>G"
471,BBA79A,BB,Text_471_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>j::<CTRL_FFFC>câ<CTRL_FFFD>c<$003B> of <CTRL_FFFD>g<$003C>. It's <CTRL_B3><CTRL_B4> o'clock now. I'm charged. Money <CTRL_FFFC>hà<CTRL_B2>G
472,BBA832,BB,Text_472_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>j&:<CTRL_FFFC>cÉ<CTRL_FFFD>c- of <CTRL_FFFD>g<$003F>. It's <CTRL_B3> o'clock now. Money <CTRL_FFFC>h<$005E><CTRL_B2>G
473,BBA8AE,BB,Text_473_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>j<$0040>:<CTRL_FFFC>cÚ<CTRL_FFFD>c: of <CTRL_FFFD>g<$0042>. It's <CTRL_B4> o'clock now. Money <CTRL_FFFC>h<$0060><CTRL_B2>G
474,BBA92A,BB,Text_474_Shipping_JCCGOclock,Shipping,<CTRL_FFFD>já:<CTRL_FFFC>c<$0061><CTRL_FFFD>cé of <CTRL_FFFD>gí. It's <CTRL_B5> o'clock now. Didn't I forget to ship something Money <CTRL_FFFC>h<$0062><CTRL_B2>G
475,BBA9DE,BB,Text_475_Shipping_JCCGOclock,Shipping,<CTRL_FFFD>j<$0046>:<CTRL_FFFC>c<$0063><CTRL_FFFD>cÀ of <CTRL_FFFD>g<$0048>. It's <$00B6> o'clock now. Shipper is coming here soon. Money <CTRL_FFFC>h<$0064><CTRL_B2>G
476,BBAA86,BB,Text_476_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>j<$0049>:<CTRL_FFFC>c<$0065><CTRL_FFFD>c<$004A> of <CTRL_FFFD>gó. It's <$00B7> o'clock now. I'm tired now. Money <CTRL_FFFC>h<$0066><CTRL_B2>G
477,BBAB1A,BB,Text_477_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>jú:<CTRL_FFFC>c<$0067><CTRL_FFFD>cã of <CTRL_FFFD>gÓ. It's <$00B8> o'clock now. I'm going home now and going to bed. Money <CTRL_FFFC>h<$0068><CTRL_B2>G
478,BBAC02,BB,Text_478_Dialog_JCCGOclock,Dialog,<CTRL_FFFD>j<$004F>:<CTRL_FFFC>c<$0069><CTRL_FFFD>c<$0050> of <CTRL_FFFD>g<$0051>. It's <$00B7> o'clock now. I could be scolded if I went home late. Money <CTRL_FFFC>h<$006A><CTRL_B2>G
479,BBACEC,BB,Text_479_Animal_MrGotNoticeFatherThismorning,Animal,Hello: Mr. .... I've got a notice from your father thismorning. He says he will be back hereby the end of summer next year. He's so worried about how you live here so make him feel at ease then.
47A,BBAE80,BB,Text_47A_Dialog_ParentsComingTomorrowLastSurprised,Dialog,Hello. Your parents are coming tomorrow at last. They will be surprised to see this ranch.
47B,BBAF44,BB,Text_47B_Weather_StillNeedTrainedMore,Weather,...........Really:you still need to be trained more.
47C,BBAFAE,BB,Text_47C_Weather_KindDisappointingWeatherGoodonSunday,Weather,It's kind of disappointing when the weather is not goodon Sunday.
47D,BBB034,BB,Text_47D_Sign_HoneyShopClosedBecauseSaturday,Sign,Honey: the shop is closed because it's Saturday today.
47E,BBB0A6,BB,Text_47E_Manual_EquipAxeUseFrontSpring,Manual,Equip the axe and use it in front of the spring in the mountain and then. ........
47F,BBB14E,BB,Text_47F_Sign_DoingMakingGreatThingNow,Sign,"Hey:how are you doing? I'm making a great thing now, It'll be completed around the <CTRL_B4><CTRL_B2>th so come see it at the shop then."
480,BBB248,BB,Text_480_Dialog_DarlingHoldChildSometimes,Dialog,Darling:will you hold our child sometimes?
481,BBB2A2,BB,Text_481_Dialog_LookCrawlingNow,Dialog,"Look. He is crawling now,"
482,BBB2D6,BB,Text_482_Dialog_ChildGrowsPrettyQuicklyLittle,Dialog,This child grows pretty quickly. Just a little bit but he started to speak words.
483,BBB384,BB,Text_483_Dialog_RanchMasterRateDStill,Dialog,Ranch master rate <CTRL_FFFC>d<$006B> Still a long way to go.
484,BBB3EE,BB,Text_484_Dialog_VeryActiveHavePutEye,Dialog,He is very active so I have to put on eye on him all thetime.
485,BBB46A,BB,Text_485_Dialog_DarlingTakeCareYourself,Dialog,Darling:please take care of yourself.
486,BBB4B6,BB,Text_486_Dialog_HeardAwfulSoundMorningAll,Dialog,I heard an awful sound from here this morning. Are you all right? Has anything strange happened? Check it out.
487,BBB5A4,BB,Text_487_Shipping_SaidWereSupposedSellWerent,Shipping,You said what? You were supposed to sell it:weren't you? Now I'm leaving.
488,BBB640,BB,Text_488_Dialog_RanchMasterRateDTry,Dialog,Ranch master rate <CTRL_FFFC>d<$006C> Try harder.
489,BBB692,BB,Text_489_Dialog_RanchMasterRateDCome,Dialog,"Ranch master rate <CTRL_FFFC>d<$006D> Come on:you are so close,"
48A,BBB700,BB,Text_48A_Dialog_RanchMasterRateDGreat,Dialog,"Ranch master rate <CTRL_FFFC>d<$006E> Great, But try to be the best rancher,"
48B,BBB78E,BB,Text_48B_Dialog_RanchMasterRateDCongratulations,Dialog,"Ranch master rate <CTRL_FFFC>d<$006F> Congratulations, You are the perfect rancher now,"
48C,BBB832,BB,Text_48C_Romance_RanchDevelopingRateD,Romance,Ranch developing rate <CTRL_FFFC>d<$0070>&
48D,BBB86A,BB,Text_48D_Dialog_PChanDoingWonderIf,Dialog,How is P-chan doing? I wonder if it's doing OK?
48E,BBB8D8,BB,Text_48E_Dialog_MoneyOnlyThingLifeLook,Dialog,Money is not the only thing in life. Look at various things.
48F,BBB958,BB,Text_48F_Animal_StrangeLookingOrnamentofChickenLooks,Animal,The strange looking ornamentof a chicken looks like it can be broken with a tool.
490,BBB9FE,BB,Text_490_Town_BeautifulFlower,Town,"What a beautiful flower,"
491,BBBA30,BB,Text_491_Dialog_EatLotTodayMeanAnything,Dialog,Hello:you should eat a lot today. No:it doesn't mean anything.
492,BBBAB4,BB,Text_492_Romance_HasNinaMadeSomethingLikea,Romance,Has Nina made something likea flower garden at the ranch? Has she?
493,BBBB44,BB,Text_493_Dialog_DarlingForgetPaintDoor,Dialog,Darling:didn't you forget to paint the door?
494,BBBBA2,BB,Text_494_Romance_MariaSeemsDoingBroughtMe,Romance,Maria seems to be doing well. Yes:she brought me a cake early this morning.
495,BBBC44,BB,Text_495_Dialog_GettingAlongWifeArgue,Dialog,Are you getting along well with your wife? Don't argue:OK?
